date,locale,traffic,conversion
2022-09-29,US,711,48
2022-09-30,AU,239,7
2022-09-30,BR,227,4
2022-09-30,CA,210,7
2022-09-30,DE,312,25
2022-09-30,ES,314,7
2022-09-30,FR,263,10
2022-09-30,GB,1652,56
2022-09-30,IN,518,7
2022-09-30,JP,343,25
2022-09-30,TR,325,16
2022-09-30,US,978,44
2022-10-01,AU,174,5
2022-10-01,BR,173,3
2022-10-01,CA,222,4
2022-10-01,DE,217,4
2022-10-01,ES,235,3
2022-10-01,FR,234,4
2022-10-01,GB,1207,27
2022-10-01,IN,444,3
2022-10-01,JP,254,12
2022-10-01,TR,242,0
2022-10-01,US,548,8
2022-10-02,AU,164,6
2022-10-02,BR,120,3
2022-10-02,CA,191,2
2022-10-02,DE,246,6
2022-10-02,ES,194,2
2022-10-02,FR,186,3
2022-10-02,GB,1074,25
2022-10-02,IN,370,5
2022-10-02,JP,246,17
2022-10-02,TR,252,2
2022-10-02,US,514,14
2022-10-03,AU,228,17
2022-10-03,BR,337,35
2022-10-03,CA,234,24
2022-10-03,DE,284,12
2022-10-03,ES,361,7
2022-10-03,FR,328,21
2022-10-03,GB,1701,116
2022-10-03,IN,448,9
2022-10-03,JP,342,23
2022-10-03,TR,362,20
2022-10-03,US,676,54
2022-10-04,AU,283,23
2022-10-04,BR,318,22
2022-10-04,CA,260,22
2022-10-04,DE,363,23
2022-10-04,ES,344,11
2022-10-04,FR,327,19
2022-10-04,GB,1687,71
2022-10-04,IN,479,12
2022-10-04,JP,341,20
2022-10-04,TR,367,15
2022-10-04,US,722,46
2022-10-05,AU,242,16
2022-10-05,BR,299,18
2022-10-05,CA,238,11
2022-10-05,DE,339,12
2022-10-05,ES,327,7
2022-10-05,FR,295,6
2022-10-05,GB,1525,51
2022-10-05,IN,381,13
2022-10-05,JP,353,32
2022-10-05,TR,329,8
2022-10-05,US,647,27
2022-10-06,AU,229,9
2022-10-06,BR,249,13
2022-10-06,CA,204,10
2022-10-06,DE,263,10
2022-10-06,ES,344,10
2022-10-06,FR,256,14
2022-10-06,GB,1506,44
2022-10-06,IN,472,7
2022-10-06,JP,366,31
2022-10-06,TR,279,21
2022-10-06,US,618,39
2022-10-07,AU,205,16
2022-10-07,BR,262,9
2022-10-07,CA,237,13
2022-10-07,DE,224,15
2022-10-07,ES,281,6
2022-10-07,FR,287,3
2022-10-07,GB,1347,59
2022-10-07,IN,491,12
2022-10-07,JP,326,29
2022-10-07,TR,298,12
2022-10-07,US,646,27
2022-10-08,AU,170,4
2022-10-08,BR,151,4
2022-10-08,CA,166,6
2022-10-08,DE,185,1
2022-10-08,ES,226,0
2022-10-08,FR,199,6
2022-10-08,GB,1096,36
2022-10-08,IN,378,8
2022-10-08,JP,227,12
2022-10-08,TR,227,0
2022-10-08,US,586,6
2022-10-09,AU,227,8
2022-10-09,BR,181,3
2022-10-09,CA,156,2
2022-10-09,DE,201,3
2022-10-09,ES,183,2
2022-10-09,FR,168,6
2022-10-09,GB,1026,24
2022-10-09,IN,372,6
2022-10-09,JP,257,2
2022-10-09,TR,230,3
2022-10-09,US,505,12
2022-10-10,AU,264,17
2022-10-10,BR,310,25
2022-10-10,CA,189,5
2022-10-10,DE,310,14
2022-10-10,ES,321,8
2022-10-10,FR,276,9
2022-10-10,GB,1578,57
2022-10-10,IN,493,5
2022-10-10,JP,278,20
2022-10-10,TR,379,14
2022-10-10,US,773,25
2022-10-11,AU,233,19
2022-10-11,BR,274,20
2022-10-11,CA,243,27
2022-10-11,DE,302,23
2022-10-11,ES,244,2
2022-10-11,FR,301,13
2022-10-11,GB,1471,78
2022-10-11,IN,492,15
2022-10-11,JP,369,35
2022-10-11,TR,330,12
2022-10-11,US,734,39
2022-10-12,AU,235,14
2022-10-12,BR,215,17
2022-10-12,CA,247,15
2022-10-12,DE,300,21
2022-10-12,ES,292,7
2022-10-12,FR,281,11
2022-10-12,GB,1516,68
2022-10-12,IN,412,9
2022-10-12,JP,393,29
2022-10-12,TR,319,9
2022-10-12,US,687,30
2022-10-13,AU,224,18
2022-10-13,BR,279,14
2022-10-13,CA,261,24
2022-10-13,DE,297,16
2022-10-13,ES,292,6
2022-10-13,FR,262,9
2022-10-13,GB,1374,66
2022-10-13,IN,436,8
2022-10-13,JP,432,24
2022-10-13,TR,313,7
2022-10-13,US,690,41
2022-10-14,AU,212,19
2022-10-14,BR,235,14
2022-10-14,CA,220,12
2022-10-14,DE,240,10
2022-10-14,ES,249,4
2022-10-14,FR,274,10
2022-10-14,GB,1463,64
2022-10-14,IN,346,13
2022-10-14,JP,389,26
2022-10-14,TR,299,7
2022-10-14,US,1110,33
2022-10-15,AU,154,0
2022-10-15,BR,156,4
2022-10-15,CA,190,7
2022-10-15,DE,185,2
2022-10-15,ES,224,6
2022-10-15,FR,197,1
2022-10-15,GB,1045,18
2022-10-15,IN,309,5
2022-10-15,JP,270,4
2022-10-15,TR,201,2
2022-10-15,US,1191,15
2022-10-16,AU,172,7
2022-10-16,BR,163,1
2022-10-16,CA,167,4
2022-10-16,DE,173,4
2022-10-16,ES,165,5
2022-10-16,FR,203,6
2022-10-16,GB,970,20
2022-10-16,IN,285,6
2022-10-16,JP,296,12
2022-10-16,TR,265,2
2022-10-16,US,551,10
2022-10-17,AU,217,30
2022-10-17,BR,276,18
2022-10-17,CA,236,17
2022-10-17,DE,279,29
2022-10-17,ES,287,8
2022-10-17,FR,255,18
2022-10-17,GB,1482,79
2022-10-17,IN,401,16
2022-10-17,JP,425,48
2022-10-17,TR,323,12
2022-10-17,US,768,36
2022-10-18,AU,231,22
2022-10-18,BR,294,13
2022-10-18,CA,249,9
2022-10-18,DE,281,20
2022-10-18,ES,347,5
2022-10-18,FR,262,13
2022-10-18,GB,1427,68
2022-10-18,IN,399,10
2022-10-18,JP,431,26
2022-10-18,TR,302,4
2022-10-18,US,701,45
2022-10-19,AU,198,24
2022-10-19,BR,263,13
2022-10-19,CA,216,9
2022-10-19,DE,249,14
2022-10-19,ES,313,3
2022-10-19,FR,276,11
2022-10-19,GB,1419,49
2022-10-19,IN,397,11
2022-10-19,JP,343,22
2022-10-19,TR,299,11
2022-10-19,US,629,46
2022-10-20,AU,233,22
2022-10-20,BR,251,11
2022-10-20,CA,184,9
2022-10-20,DE,249,6
2022-10-20,ES,285,6
2022-10-20,FR,294,9
2022-10-20,GB,1339,47
2022-10-20,IN,369,13
2022-10-20,JP,468,28
2022-10-20,TR,321,15
2022-10-20,US,647,34
2022-10-21,AU,181,12
2022-10-21,BR,250,13
2022-10-21,CA,209,17
2022-10-21,DE,243,21
2022-10-21,ES,279,9
2022-10-21,FR,248,14
2022-10-21,GB,1867,56
2022-10-21,IN,352,14
2022-10-21,JP,423,33
2022-10-21,TR,281,4
2022-10-21,US,611,41
2022-10-22,AU,126,4
2022-10-22,BR,168,4
2022-10-22,CA,157,1
2022-10-22,DE,161,3
2022-10-22,ES,189,2
2022-10-22,FR,205,1
2022-10-22,GB,1022,19
2022-10-22,IN,298,5
2022-10-22,JP,303,19
2022-10-22,TR,207,0
2022-10-22,US,463,18
2022-10-23,AU,171,9
2022-10-23,BR,152,0
2022-10-23,CA,132,2
2022-10-23,DE,194,5
2022-10-23,ES,157,4
2022-10-23,FR,197,1
2022-10-23,GB,952,22
2022-10-23,IN,256,6
2022-10-23,JP,297,12
2022-10-23,TR,203,2
2022-10-23,US,447,12
2022-10-24,AU,187,21
2022-10-24,BR,287,16
2022-10-24,CA,178,19
2022-10-24,DE,253,24
2022-10-24,ES,313,12
2022-10-24,FR,252,17
2022-10-24,GB,1380,76
2022-10-24,IN,248,5
2022-10-24,JP,402,41
2022-10-24,TR,342,12
2022-10-24,US,583,39
2022-10-25,AU,187,15
2022-10-25,BR,277,6
2022-10-25,CA,185,9
2022-10-25,DE,265,12
2022-10-25,ES,273,4
2022-10-25,FR,271,11
2022-10-25,GB,1418,73
2022-10-25,IN,354,17
2022-10-25,JP,413,30
2022-10-25,TR,323,9
2022-10-25,US,672,38
2022-10-26,AU,218,14
2022-10-26,BR,318,16
2022-10-26,CA,220,18
2022-10-26,DE,274,9
2022-10-26,ES,279,4
2022-10-26,FR,280,10
2022-10-26,GB,1529,65
2022-10-26,IN,387,7
2022-10-26,JP,393,21
2022-10-26,TR,291,7
2022-10-26,US,706,44
2022-10-27,AU,215,16
2022-10-27,BR,292,14
2022-10-27,CA,231,11
2022-10-27,DE,260,10
2022-10-27,ES,306,6
2022-10-27,FR,242,10
2022-10-27,GB,1491,62
2022-10-27,IN,419,20
2022-10-27,JP,344,23
2022-10-27,TR,289,11
2022-10-27,US,1042,31
2022-10-28,AU,173,15
2022-10-28,BR,240,13
2022-10-28,CA,207,14
2022-10-28,DE,230,8
2022-10-28,ES,246,8
2022-10-28,FR,231,10
2022-10-28,GB,1397,46
2022-10-28,IN,394,13
2022-10-28,JP,317,27
2022-10-28,TR,270,4
2022-10-28,US,740,42
2022-10-29,AU,139,6
2022-10-29,BR,135,3
2022-10-29,CA,179,2
2022-10-29,DE,156,4
2022-10-29,ES,166,2
2022-10-29,FR,184,3
2022-10-29,GB,1048,21
2022-10-29,IN,345,4
2022-10-29,JP,206,8
2022-10-29,TR,197,0
2022-10-29,US,467,13
2022-10-30,AU,141,11
2022-10-30,BR,150,4
2022-10-30,CA,157,6
2022-10-30,DE,173,4
2022-10-30,ES,176,1
2022-10-30,FR,182,4
2022-10-30,GB,1049,31
2022-10-30,IN,270,1
2022-10-30,JP,253,13
2022-10-30,TR,199,1
2022-10-30,US,429,9
2022-10-31,AU,180,26
2022-10-31,BR,372,21
2022-10-31,CA,232,22
2022-10-31,DE,296,17
2022-10-31,ES,282,6
2022-10-31,FR,245,13
2022-10-31,GB,1511,81
2022-10-31,IN,398,17
2022-10-31,JP,371,33
2022-10-31,TR,323,12
2022-10-31,US,611,48
2022-11-01,AU,189,12
2022-11-01,BR,360,17
2022-11-01,CA,213,13
2022-11-01,DE,243,11
2022-11-01,ES,276,4
2022-11-01,FR,246,8
2022-11-01,GB,1532,59
2022-11-01,IN,400,6
2022-11-01,JP,374,26
2022-11-01,TR,288,11
2022-11-01,US,627,32
2022-11-02,AU,201,18
2022-11-02,BR,253,10
2022-11-02,CA,221,19
2022-11-02,DE,245,13
2022-11-02,ES,317,12
2022-11-02,FR,239,9
2022-11-02,GB,1489,66
2022-11-02,IN,442,16
2022-11-02,JP,310,23
2022-11-02,TR,303,9
2022-11-02,US,638,33
2022-11-03,AU,188,8
2022-11-03,BR,348,23
2022-11-03,CA,218,10
2022-11-03,DE,274,17
2022-11-03,ES,312,7
2022-11-03,FR,241,13
2022-11-03,GB,1461,61
2022-11-03,IN,350,9
2022-11-03,JP,244,23
2022-11-03,TR,314,13
2022-11-03,US,707,39
2022-11-04,AU,163,16
2022-11-04,BR,345,23
2022-11-04,CA,214,16
2022-11-04,DE,251,7
2022-11-04,ES,265,4
2022-11-04,FR,229,13
2022-11-04,GB,1417,58
2022-11-04,IN,376,9
2022-11-04,JP,262,20
2022-11-04,TR,251,10
2022-11-04,US,602,35
2022-11-05,AU,122,6
2022-11-05,BR,178,5
2022-11-05,CA,152,3
2022-11-05,DE,190,3
2022-11-05,ES,183,2
2022-11-05,FR,202,6
2022-11-05,GB,1111,30
2022-11-05,IN,318,1
2022-11-05,JP,191,7
2022-11-05,TR,201,1
2022-11-05,US,445,17
2022-11-06,AU,134,5
2022-11-06,BR,190,6
2022-11-06,CA,179,4
2022-11-06,DE,182,5
2022-11-06,ES,167,3
2022-11-06,FR,188,4
2022-11-06,GB,1008,28
2022-11-06,IN,287,4
2022-11-06,JP,214,13
2022-11-06,TR,197,1
2022-11-06,US,415,18
2022-11-07,AU,200,18
2022-11-07,BR,354,25
2022-11-07,CA,235,25
2022-11-07,DE,251,18
2022-11-07,ES,258,13
2022-11-07,FR,273,16
2022-11-07,GB,1500,74
2022-11-07,IN,397,10
2022-11-07,JP,324,15
2022-11-07,TR,300,12
2022-11-07,US,606,42
2022-11-08,AU,192,15
2022-11-08,BR,366,26
2022-11-08,CA,210,19
2022-11-08,DE,280,16
2022-11-08,ES,273,8
2022-11-08,FR,239,15
2022-11-08,GB,1423,59
2022-11-08,IN,377,7
2022-11-08,JP,322,25
2022-11-08,TR,262,5
2022-11-08,US,587,34
2022-11-09,AU,178,16
2022-11-09,BR,326,11
2022-11-09,CA,170,14
2022-11-09,DE,273,14
2022-11-09,ES,294,12
2022-11-09,FR,223,16
2022-11-09,GB,1437,54
2022-11-09,IN,358,16
2022-11-09,JP,305,21
2022-11-09,TR,259,4
2022-11-09,US,574,37
2022-11-10,AU,203,16
2022-11-10,BR,307,13
2022-11-10,CA,179,15
2022-11-10,DE,232,6
2022-11-10,ES,296,5
2022-11-10,FR,237,13
2022-11-10,GB,1337,59
2022-11-10,IN,332,7
2022-11-10,JP,322,21
2022-11-10,TR,273,8
2022-11-10,US,603,31
2022-11-11,AU,160,14
2022-11-11,BR,267,10
2022-11-11,CA,177,12
2022-11-11,DE,217,5
2022-11-11,ES,239,3
2022-11-11,FR,207,2
2022-11-11,GB,1330,58
2022-11-11,IN,370,6
2022-11-11,JP,346,20
2022-11-11,TR,235,9
2022-11-11,US,788,20
2022-11-12,AU,137,3
2022-11-12,BR,192,0
2022-11-12,CA,166,4
2022-11-12,DE,177,1
2022-11-12,ES,197,1
2022-11-12,FR,196,4
2022-11-12,GB,976,25
2022-11-12,IN,311,5
2022-11-12,JP,258,10
2022-11-12,TR,170,1
2022-11-12,US,412,7
2022-11-13,AU,142,4
2022-11-13,BR,144,1
2022-11-13,CA,153,3
2022-11-13,DE,206,3
2022-11-13,ES,163,6
2022-11-13,FR,180,4
2022-11-13,GB,984,20
2022-11-13,IN,310,0
2022-11-13,JP,226,4
2022-11-13,TR,199,2
2022-11-13,US,398,10
2022-11-14,AU,186,24
2022-11-14,BR,298,17
2022-11-14,CA,226,20
2022-11-14,DE,278,24
2022-11-14,ES,284,6
2022-11-14,FR,236,15
2022-11-14,GB,1474,55
2022-11-14,IN,379,10
2022-11-14,JP,329,35
2022-11-14,TR,295,15
2022-11-14,US,564,27
2022-11-15,AU,219,11
2022-11-15,BR,251,13
2022-11-15,CA,202,12
2022-11-15,DE,260,14
2022-11-15,ES,253,7
2022-11-15,FR,245,18
2022-11-15,GB,1532,66
2022-11-15,IN,424,14
2022-11-15,JP,372,23
2022-11-15,TR,292,14
2022-11-15,US,659,42
2022-11-16,AU,184,18
2022-11-16,BR,297,19
2022-11-16,CA,193,14
2022-11-16,DE,208,14
2022-11-16,ES,276,9
2022-11-16,FR,255,9
2022-11-16,GB,1479,58
2022-11-16,IN,443,11
2022-11-16,JP,307,33
2022-11-16,TR,292,8
2022-11-16,US,592,27
2022-11-17,AU,183,11
2022-11-17,BR,337,18
2022-11-17,CA,209,12
2022-11-17,DE,251,11
2022-11-17,ES,225,8
2022-11-17,FR,224,5
2022-11-17,GB,1387,55
2022-11-17,IN,438,11
2022-11-17,JP,277,16
2022-11-17,TR,301,8
2022-11-17,US,567,24
2022-11-18,AU,164,12
2022-11-18,BR,254,13
2022-11-18,CA,206,8
2022-11-18,DE,218,7
2022-11-18,ES,222,4
2022-11-18,FR,226,12
2022-11-18,GB,1332,48
2022-11-18,IN,397,8
2022-11-18,JP,241,16
2022-11-18,TR,261,10
2022-11-18,US,579,22
2022-11-19,AU,115,7
2022-11-19,BR,156,3
2022-11-19,CA,143,6
2022-11-19,DE,144,3
2022-11-19,ES,172,1
2022-11-19,FR,150,4
2022-11-19,GB,962,17
2022-11-19,IN,326,3
2022-11-19,JP,163,7
2022-11-19,TR,204,1
2022-11-19,US,445,10
2022-11-20,AU,148,13
2022-11-20,BR,172,0
2022-11-20,CA,175,9
2022-11-20,DE,175,5
2022-11-20,ES,153,4
2022-11-20,FR,167,4
2022-11-20,GB,967,24
2022-11-20,IN,275,3
2022-11-20,JP,204,9
2022-11-20,TR,244,1
2022-11-20,US,413,12
2022-11-21,AU,178,14
2022-11-21,BR,266,22
2022-11-21,CA,224,17
2022-11-21,DE,238,13
2022-11-21,ES,248,12
2022-11-21,FR,222,21
2022-11-21,GB,1348,68
2022-11-21,IN,347,11
2022-11-21,JP,310,29
2022-11-21,TR,304,12
2022-11-21,US,566,43
2022-11-22,AU,194,20
2022-11-22,BR,283,15
2022-11-22,CA,234,22
2022-11-22,DE,227,10
2022-11-22,ES,229,9
2022-11-22,FR,231,9
2022-11-22,GB,1395,56
2022-11-22,IN,337,11
2022-11-22,JP,288,20
2022-11-22,TR,312,8
2022-11-22,US,630,36
2022-11-23,AU,176,5
2022-11-23,BR,267,9
2022-11-23,CA,220,15
2022-11-23,DE,218,5
2022-11-23,ES,242,4
2022-11-23,FR,228,16
2022-11-23,GB,1371,64
2022-11-23,IN,366,7
2022-11-23,JP,256,15
2022-11-23,TR,278,9
2022-11-23,US,613,35
2022-11-24,AU,190,13
2022-11-24,BR,208,9
2022-11-24,CA,197,14
2022-11-24,DE,210,15
2022-11-24,ES,214,4
2022-11-24,FR,196,8
2022-11-24,GB,1286,51
2022-11-24,IN,389,5
2022-11-24,JP,249,16
2022-11-24,TR,305,7
2022-11-24,US,552,15
2022-11-25,AU,185,11
2022-11-25,BR,209,9
2022-11-25,CA,227,16
2022-11-25,DE,215,15
2022-11-25,ES,225,6
2022-11-25,FR,205,14
2022-11-25,GB,1260,45
2022-11-25,IN,338,8
2022-11-25,JP,271,18
2022-11-25,TR,247,7
2022-11-25,US,507,24
2022-11-26,AU,123,3
2022-11-26,BR,180,8
2022-11-26,CA,151,5
2022-11-26,DE,150,1
2022-11-26,ES,149,1
2022-11-26,FR,146,7
2022-11-26,GB,986,31
2022-11-26,IN,254,7
2022-11-26,JP,199,7
2022-11-26,TR,189,2
2022-11-26,US,462,11
2022-11-27,AU,141,8
2022-11-27,BR,212,6
2022-11-27,CA,190,5
2022-11-27,DE,150,4
2022-11-27,ES,158,2
2022-11-27,FR,163,8
2022-11-27,GB,1070,34
2022-11-27,IN,250,3
2022-11-27,JP,186,11
2022-11-27,TR,230,1
2022-11-27,US,475,11
2022-11-28,AU,208,17
2022-11-28,BR,257,14
2022-11-28,CA,194,23
2022-11-28,DE,243,15
2022-11-28,ES,269,5
2022-11-28,FR,220,11
2022-11-28,GB,1450,67
2022-11-28,IN,349,14
2022-11-28,JP,278,28
2022-11-28,TR,332,10
2022-11-28,US,952,37
2022-11-29,AU,185,10
2022-11-29,BR,255,11
2022-11-29,CA,227,17
2022-11-29,DE,254,13
2022-11-29,ES,248,8
2022-11-29,FR,211,6
2022-11-29,GB,1560,72
2022-11-29,IN,359,10
2022-11-29,JP,303,18
2022-11-29,TR,310,7
2022-11-29,US,579,28
2022-11-30,AU,194,16
2022-11-30,BR,285,16
2022-11-30,CA,233,18
2022-11-30,DE,241,13
2022-11-30,ES,277,11
2022-11-30,FR,210,10
2022-11-30,GB,1576,70
2022-11-30,IN,371,12
2022-11-30,JP,290,18
2022-11-30,TR,300,13
2022-11-30,US,624,31
2022-12-01,AU,220,20
2022-12-01,BR,251,11
2022-12-01,CA,245,9
2022-12-01,DE,233,12
2022-12-01,ES,235,8
2022-12-01,FR,244,6
2022-12-01,GB,1614,60
2022-12-01,IN,433,14
2022-12-01,JP,317,14
2022-12-01,TR,293,5
2022-12-01,US,651,36
2022-12-02,AU,196,10
2022-12-02,BR,207,12
2022-12-02,CA,236,17
2022-12-02,DE,204,14
2022-12-02,ES,233,5
2022-12-02,FR,236,5
2022-12-02,GB,1547,59
2022-12-02,IN,359,11
2022-12-02,JP,274,17
2022-12-02,TR,329,5
2022-12-02,US,628,34
2022-12-03,AU,145,2
2022-12-03,BR,133,2
2022-12-03,CA,199,6
2022-12-03,DE,191,3
2022-12-03,ES,153,5
2022-12-03,FR,203,3
2022-12-03,GB,1116,27
2022-12-03,IN,294,1
2022-12-03,JP,187,6
2022-12-03,TR,220,0
2022-12-03,US,536,15
2022-12-04,AU,158,8
2022-12-04,BR,157,6
2022-12-04,CA,193,3
2022-12-04,DE,179,4
2022-12-04,ES,131,2
2022-12-04,FR,191,5
2022-12-04,GB,1126,28
2022-12-04,IN,292,0
2022-12-04,JP,188,9
2022-12-04,TR,227,0
2022-12-04,US,475,10
2022-12-05,AU,205,22
2022-12-05,BR,238,18
2022-12-05,CA,229,21
2022-12-05,DE,257,16
2022-12-05,ES,224,9
2022-12-05,FR,284,17
2022-12-05,GB,1545,61
2022-12-05,IN,408,17
2022-12-05,JP,247,26
2022-12-05,TR,320,11
2022-12-05,US,631,44
2022-12-06,AU,243,15
2022-12-06,BR,245,16
2022-12-06,CA,236,14
2022-12-06,DE,255,13
2022-12-06,ES,239,8
2022-12-06,FR,240,9
2022-12-06,GB,1534,68
2022-12-06,IN,391,11
2022-12-06,JP,297,17
2022-12-06,TR,312,8
2022-12-06,US,653,41
2022-12-07,AU,225,25
2022-12-07,BR,255,15
2022-12-07,CA,240,16
2022-12-07,DE,248,14
2022-12-07,ES,244,9
2022-12-07,FR,205,14
2022-12-07,GB,1446,55
2022-12-07,IN,358,13
2022-12-07,JP,258,22
2022-12-07,TR,331,15
2022-12-07,US,706,31
2022-12-08,AU,142,13
2022-12-08,BR,88,14
2022-12-08,CA,139,4
2022-12-08,DE,82,12
2022-12-08,ES,88,4
2022-12-08,FR,89,9
2022-12-08,GB,646,42
2022-12-08,IN,202,8
2022-12-08,JP,193,8
2022-12-08,TR,123,7
2022-12-08,US,277,22
2022-12-09,AU,165,14
2022-12-09,BR,153,8
2022-12-09,CA,247,13
2022-12-09,DE,216,13
2022-12-09,ES,201,6
2022-12-09,FR,213,7
2022-12-09,GB,1325,42
2022-12-09,IN,364,13
2022-12-09,JP,246,15
2022-12-09,TR,285,11
2022-12-09,US,931,24
2022-12-10,AU,113,8
2022-12-10,BR,148,2
2022-12-10,CA,166,4
2022-12-10,DE,136,4
2022-12-10,ES,168,0
2022-12-10,FR,156,1
2022-12-10,GB,1026,33
2022-12-10,IN,285,1
2022-12-10,JP,191,7
2022-12-10,TR,204,0
2022-12-10,US,489,10
2022-12-11,AU,142,11
2022-12-11,BR,147,3
2022-12-11,CA,182,4
2022-12-11,DE,179,4
2022-12-11,ES,191,1
2022-12-11,FR,165,5
2022-12-11,GB,1112,30
2022-12-11,IN,278,3
2022-12-11,JP,160,8
2022-12-11,TR,219,2
2022-12-11,US,458,9
2022-12-12,AU,220,19
2022-12-12,BR,269,18
2022-12-12,CA,222,22
2022-12-12,DE,272,11
2022-12-12,ES,236,5
2022-12-12,FR,221,16
2022-12-12,GB,1548,72
2022-12-12,IN,446,13
2022-12-12,JP,288,16
2022-12-12,TR,308,10
2022-12-12,US,619,28
2022-12-13,AU,231,16
2022-12-13,BR,249,18
2022-12-13,CA,231,12
2022-12-13,DE,252,10
2022-12-13,ES,236,4
2022-12-13,FR,248,12
2022-12-13,GB,1474,72
2022-12-13,IN,372,8
2022-12-13,JP,284,13
2022-12-13,TR,312,12
2022-12-13,US,610,33
2022-12-14,AU,213,20
2022-12-14,BR,231,16
2022-12-14,CA,216,15
2022-12-14,DE,239,13
2022-12-14,ES,204,8
2022-12-14,FR,233,15
2022-12-14,GB,1475,64
2022-12-14,IN,335,15
2022-12-14,JP,284,18
2022-12-14,TR,290,3
2022-12-14,US,621,27
2022-12-15,AU,200,14
2022-12-15,BR,250,16
2022-12-15,CA,237,12
2022-12-15,DE,230,10
2022-12-15,ES,242,5
2022-12-15,FR,250,12
2022-12-15,GB,1534,59
2022-12-15,IN,396,10
2022-12-15,JP,250,13
2022-12-15,TR,263,3
2022-12-15,US,644,30
2022-12-16,AU,172,9
2022-12-16,BR,229,9
2022-12-16,CA,187,8
2022-12-16,DE,190,6
2022-12-16,ES,219,7
2022-12-16,FR,207,16
2022-12-16,GB,1406,60
2022-12-16,IN,318,10
2022-12-16,JP,250,14
2022-12-16,TR,267,6
2022-12-16,US,622,30
2022-12-17,AU,153,5
2022-12-17,BR,150,5
2022-12-17,CA,169,5
2022-12-17,DE,135,3
2022-12-17,ES,147,0
2022-12-17,FR,154,3
2022-12-17,GB,1019,27
2022-12-17,IN,280,3
2022-12-17,JP,166,4
2022-12-17,TR,199,0
2022-12-17,US,485,9
2022-12-18,AU,153,6
2022-12-18,BR,146,5
2022-12-18,CA,130,6
2022-12-18,DE,177,4
2022-12-18,ES,105,4
2022-12-18,FR,141,5
2022-12-18,GB,1025,30
2022-12-18,IN,276,3
2022-12-18,JP,210,9
2022-12-18,TR,206,0
2022-12-18,US,473,12
2022-12-19,AU,223,17
2022-12-19,BR,260,15
2022-12-19,CA,226,18
2022-12-19,DE,248,13
2022-12-19,ES,230,6
2022-12-19,FR,204,17
2022-12-19,GB,1575,71
2022-12-19,IN,345,11
2022-12-19,JP,267,21
2022-12-19,TR,280,11
2022-12-19,US,590,39
2022-12-20,AU,227,18
2022-12-20,BR,262,24
2022-12-20,CA,230,14
2022-12-20,DE,237,15
2022-12-20,ES,243,7
2022-12-20,FR,225,12
2022-12-20,GB,1467,60
2022-12-20,IN,379,10
2022-12-20,JP,394,18
2022-12-20,TR,257,5
2022-12-20,US,662,44
2022-12-21,AU,249,14
2022-12-21,BR,299,25
2022-12-21,CA,267,8
2022-12-21,DE,216,23
2022-12-21,ES,245,7
2022-12-21,FR,249,8
2022-12-21,GB,1505,61
2022-12-21,IN,374,8
2022-12-21,JP,324,15
2022-12-21,TR,295,6
2022-12-21,US,955,42
2022-12-22,AU,186,18
2022-12-22,BR,239,12
2022-12-22,CA,204,9
2022-12-22,DE,220,9
2022-12-22,ES,275,3
2022-12-22,FR,246,11
2022-12-22,GB,1408,49
2022-12-22,IN,340,8
2022-12-22,JP,286,26
2022-12-22,TR,270,5
2022-12-22,US,763,32
2022-12-23,AU,187,14
2022-12-23,BR,197,15
2022-12-23,CA,223,9
2022-12-23,DE,190,9
2022-12-23,ES,204,6
2022-12-23,FR,235,7
2022-12-23,GB,1356,52
2022-12-23,IN,315,15
2022-12-23,JP,282,22
2022-12-23,TR,272,8
2022-12-23,US,590,29
2022-12-24,AU,118,3
2022-12-24,BR,112,3
2022-12-24,CA,143,6
2022-12-24,DE,121,1
2022-12-24,ES,91,1
2022-12-24,FR,185,3
2022-12-24,GB,1010,21
2022-12-24,IN,266,6
2022-12-24,JP,197,1
2022-12-24,TR,203,1
2022-12-24,US,404,14
2022-12-25,AU,84,7
2022-12-25,BR,113,1
2022-12-25,CA,125,2
2022-12-25,DE,133,4
2022-12-25,ES,89,4
2022-12-25,FR,152,2
2022-12-25,GB,783,17
2022-12-25,IN,241,2
2022-12-25,JP,175,9
2022-12-25,TR,222,0
2022-12-25,US,387,13
2022-12-26,AU,147,4
2022-12-26,BR,219,12
2022-12-26,CA,157,4
2022-12-26,DE,185,5
2022-12-26,ES,185,1
2022-12-26,FR,205,8
2022-12-26,GB,1116,25
2022-12-26,IN,322,2
2022-12-26,JP,217,17
2022-12-26,TR,291,5
2022-12-26,US,507,8
2022-12-27,AU,158,20
2022-12-27,BR,244,12
2022-12-27,CA,204,8
2022-12-27,DE,239,11
2022-12-27,ES,218,8
2022-12-27,FR,259,15
2022-12-27,GB,1269,63
2022-12-27,IN,357,17
2022-12-27,JP,278,26
2022-12-27,TR,324,12
2022-12-27,US,625,34
2022-12-28,AU,212,18
2022-12-28,BR,228,10
2022-12-28,CA,241,16
2022-12-28,DE,233,16
2022-12-28,ES,189,5
2022-12-28,FR,249,16
2022-12-28,GB,1398,58
2022-12-28,IN,342,17
2022-12-28,JP,275,22
2022-12-28,TR,281,10
2022-12-28,US,724,29
2022-12-29,AU,190,10
2022-12-29,BR,217,13
2022-12-29,CA,222,8
2022-12-29,DE,187,14
2022-12-29,ES,195,5
2022-12-29,FR,222,16
2022-12-29,GB,1356,54
2022-12-29,IN,359,13
