date,locale,traffic,conversion
2022-04-01,DE,401,16
2022-04-01,ES,344,8
2022-04-01,FR,364,15
2022-04-01,GB,1852,61
2022-04-01,IN,377,9
2022-04-01,JP,454,44
2022-04-01,TR,392,11
2022-04-01,US,990,54
2022-04-02,AU,165,7
2022-04-02,BR,268,3
2022-04-02,CA,286,1
2022-04-02,DE,324,0
2022-04-02,ES,258,2
2022-04-02,FR,284,2
2022-04-02,GB,1466,27
2022-04-02,IN,382,4
2022-04-02,JP,349,12
2022-04-02,TR,271,1
2022-04-02,US,789,10
2022-04-03,AU,133,11
2022-04-03,BR,230,1
2022-04-03,CA,291,1
2022-04-03,DE,348,6
2022-04-03,ES,235,1
2022-04-03,FR,278,9
2022-04-03,GB,1337,35
2022-04-03,IN,331,5
2022-04-03,JP,415,8
2022-04-03,TR,289,0
2022-04-03,US,752,11
2022-04-04,AU,318,24
2022-04-04,BR,427,22
2022-04-04,CA,329,29
2022-04-04,DE,458,22
2022-04-04,ES,390,16
2022-04-04,FR,380,14
2022-04-04,GB,1991,103
2022-04-04,IN,463,22
2022-04-04,JP,546,59
2022-04-04,TR,414,20
2022-04-04,US,1091,69
2022-04-05,AU,236,19
2022-04-05,BR,533,30
2022-04-05,CA,371,14
2022-04-05,DE,496,19
2022-04-05,ES,394,5
2022-04-05,FR,375,11
2022-04-05,GB,2010,78
2022-04-05,IN,437,14
2022-04-05,JP,545,44
2022-04-05,TR,401,11
2022-04-05,US,1006,55
2022-04-06,AU,233,15
2022-04-06,BR,409,24
2022-04-06,CA,436,17
2022-04-06,DE,408,19
2022-04-06,ES,403,9
2022-04-06,FR,390,12
2022-04-06,GB,1915,83
2022-04-06,IN,448,20
2022-04-06,JP,487,41
2022-04-06,TR,382,9
2022-04-06,US,1018,53
2022-04-07,AU,180,32
2022-04-07,BR,336,17
2022-04-07,CA,376,12
2022-04-07,DE,420,16
2022-04-07,ES,387,10
2022-04-07,FR,435,15
2022-04-07,GB,1873,73
2022-04-07,IN,428,14
2022-04-07,JP,554,38
2022-04-07,TR,398,12
2022-04-07,US,1007,45
2022-04-08,AU,187,13
2022-04-08,BR,311,18
2022-04-08,CA,379,19
2022-04-08,DE,490,16
2022-04-08,ES,335,10
2022-04-08,FR,334,13
2022-04-08,GB,1670,69
2022-04-08,IN,411,18
2022-04-08,JP,518,38
2022-04-08,TR,395,11
2022-04-08,US,912,53
2022-04-09,AU,125,11
2022-04-09,BR,229,3
2022-04-09,CA,244,5
2022-04-09,DE,280,7
2022-04-09,ES,266,1
2022-04-09,FR,279,4
2022-04-09,GB,1310,44
2022-04-09,IN,358,5
2022-04-09,JP,369,10
2022-04-09,TR,266,3
2022-04-09,US,731,20
2022-04-10,AU,165,5
2022-04-10,BR,233,1
2022-04-10,CA,262,2
2022-04-10,DE,334,2
2022-04-10,ES,303,5
2022-04-10,FR,274,6
2022-04-10,GB,1320,31
2022-04-10,IN,279,6
2022-04-10,JP,387,3
2022-04-10,TR,257,0
2022-04-10,US,699,14
2022-04-11,AU,213,21
2022-04-11,BR,366,18
2022-04-11,CA,327,26
2022-04-11,DE,440,36
2022-04-11,ES,346,7
2022-04-11,FR,345,22
2022-04-11,GB,1818,111
2022-04-11,IN,426,18
2022-04-11,JP,526,63
2022-04-11,TR,414,11
2022-04-11,US,976,57
2022-04-12,AU,312,14
2022-04-12,BR,367,26
2022-04-12,CA,332,18
2022-04-12,DE,355,18
2022-04-12,ES,337,13
2022-04-12,FR,386,13
2022-04-12,GB,1698,83
2022-04-12,IN,433,17
2022-04-12,JP,580,50
2022-04-12,TR,413,13
2022-04-12,US,954,48
2022-04-13,AU,200,21
2022-04-13,BR,454,13
2022-04-13,CA,389,15
2022-04-13,DE,371,16
2022-04-13,ES,318,13
2022-04-13,FR,353,12
2022-04-13,GB,1691,65
2022-04-13,IN,437,16
2022-04-13,JP,602,48
2022-04-13,TR,386,10
2022-04-13,US,972,52
2022-04-14,AU,187,14
2022-04-14,BR,329,20
2022-04-14,CA,436,21
2022-04-14,DE,318,9
2022-04-14,ES,263,4
2022-04-14,FR,359,12
2022-04-14,GB,1581,56
2022-04-14,IN,380,6
2022-04-14,JP,539,39
2022-04-14,TR,350,10
2022-04-14,US,912,39
2022-04-15,AU,144,6
2022-04-15,BR,230,8
2022-04-15,CA,337,8
2022-04-15,DE,309,8
2022-04-15,ES,214,6
2022-04-15,FR,295,4
2022-04-15,GB,1519,36
2022-04-15,IN,339,3
2022-04-15,JP,497,28
2022-04-15,TR,339,7
2022-04-15,US,833,29
2022-04-16,AU,155,5
2022-04-16,BR,221,2
2022-04-16,CA,257,3
2022-04-16,DE,246,5
2022-04-16,ES,183,2
2022-04-16,FR,253,2
2022-04-16,GB,1144,25
2022-04-16,IN,299,12
2022-04-16,JP,387,5
2022-04-16,TR,288,0
2022-04-16,US,731,13
2022-04-17,AU,144,1
2022-04-17,BR,171,1
2022-04-17,CA,251,0
2022-04-17,DE,188,0
2022-04-17,ES,190,1
2022-04-17,FR,237,5
2022-04-17,GB,1115,18
2022-04-17,IN,311,4
2022-04-17,JP,359,9
2022-04-17,TR,281,1
2022-04-17,US,603,9
2022-04-18,AU,201,21
2022-04-18,BR,401,21
2022-04-18,CA,320,32
2022-04-18,DE,327,16
2022-04-18,ES,368,10
2022-04-18,FR,310,9
2022-04-18,GB,1436,51
2022-04-18,IN,457,10
2022-04-18,JP,557,50
2022-04-18,TR,415,9
2022-04-18,US,969,64
2022-04-19,AU,219,25
2022-04-19,BR,342,29
2022-04-19,CA,310,25
2022-04-19,DE,348,19
2022-04-19,ES,273,10
2022-04-19,FR,296,21
2022-04-19,GB,1592,102
2022-04-19,IN,392,18
2022-04-19,JP,637,58
2022-04-19,TR,370,12
2022-04-19,US,764,81
2022-04-20,AU,218,19
2022-04-20,BR,432,19
2022-04-20,CA,331,26
2022-04-20,DE,457,22
2022-04-20,ES,348,9
2022-04-20,FR,350,17
2022-04-20,GB,1962,64
2022-04-20,IN,430,10
2022-04-20,JP,701,47
2022-04-20,TR,427,18
2022-04-20,US,997,45
2022-04-21,AU,206,18
2022-04-21,BR,330,15
2022-04-21,CA,378,24
2022-04-21,DE,417,18
2022-04-21,ES,342,10
2022-04-21,FR,351,10
2022-04-21,GB,1699,91
2022-04-21,IN,412,12
2022-04-21,JP,656,41
2022-04-21,TR,373,8
2022-04-21,US,829,52
2022-04-22,AU,191,14
2022-04-22,BR,377,15
2022-04-22,CA,311,16
2022-04-22,DE,350,13
2022-04-22,ES,294,9
2022-04-22,FR,336,11
2022-04-22,GB,1583,63
2022-04-22,IN,392,8
2022-04-22,JP,541,35
2022-04-22,TR,348,10
2022-04-22,US,827,45
2022-04-23,AU,153,11
2022-04-23,BR,256,6
2022-04-23,CA,240,1
2022-04-23,DE,254,3
2022-04-23,ES,232,1
2022-04-23,FR,273,3
2022-04-23,GB,1177,27
2022-04-23,IN,341,3
2022-04-23,JP,464,8
2022-04-23,TR,280,1
2022-04-23,US,673,16
2022-04-24,AU,162,3
2022-04-24,BR,254,4
2022-04-24,CA,234,0
2022-04-24,DE,307,6
2022-04-24,ES,202,2
2022-04-24,FR,217,3
2022-04-24,GB,1178,20
2022-04-24,IN,353,3
2022-04-24,JP,444,11
2022-04-24,TR,279,1
2022-04-24,US,613,10
2022-04-25,AU,211,13
2022-04-25,BR,458,27
2022-04-25,CA,335,21
2022-04-25,DE,479,16
2022-04-25,ES,357,13
2022-04-25,FR,355,15
2022-04-25,GB,1755,74
2022-04-25,IN,446,11
2022-04-25,JP,616,53
2022-04-25,TR,396,12
2022-04-25,US,897,53
2022-04-26,AU,206,24
2022-04-26,BR,442,23
2022-04-26,CA,390,32
2022-04-26,DE,435,16
2022-04-26,ES,363,13
2022-04-26,FR,369,15
2022-04-26,GB,2421,93
2022-04-26,IN,477,21
2022-04-26,JP,553,48
2022-04-26,TR,427,10
2022-04-26,US,977,59
2022-04-27,AU,257,27
2022-04-27,BR,407,16
2022-04-27,CA,352,19
2022-04-27,DE,371,19
2022-04-27,ES,390,12
2022-04-27,FR,403,9
2022-04-27,GB,1710,70
2022-04-27,IN,425,9
2022-04-27,JP,532,41
2022-04-27,TR,401,14
2022-04-27,US,1027,50
2022-04-28,AU,230,14
2022-04-28,BR,402,16
2022-04-28,CA,342,13
2022-04-28,DE,365,10
2022-04-28,ES,376,7
2022-04-28,FR,382,9
2022-04-28,GB,1735,90
2022-04-28,IN,436,9
2022-04-28,JP,588,45
2022-04-28,TR,410,9
2022-04-28,US,904,40
2022-04-29,AU,198,17
2022-04-29,BR,358,15
2022-04-29,CA,325,13
2022-04-29,DE,354,8
2022-04-29,ES,326,9
2022-04-29,FR,311,8
2022-04-29,GB,1701,76
2022-04-29,IN,386,16
2022-04-29,JP,523,22
2022-04-29,TR,384,12
2022-04-29,US,864,47
2022-04-30,AU,155,5
2022-04-30,BR,204,6
2022-04-30,CA,292,2
2022-04-30,DE,249,1
2022-04-30,ES,243,3
2022-04-30,FR,271,6
2022-04-30,GB,1380,29
2022-04-30,IN,363,7
2022-04-30,JP,415,3
2022-04-30,TR,285,1
2022-04-30,US,731,15
2022-05-01,AU,146,7
2022-05-01,BR,213,2
2022-05-01,CA,273,5
2022-05-01,DE,271,3
2022-05-01,ES,231,5
2022-05-01,FR,231,1
2022-05-01,GB,1948,24
2022-05-01,IN,341,5
2022-05-01,JP,344,8
2022-05-01,TR,234,1
2022-05-01,US,649,7
2022-05-02,AU,235,26
2022-05-02,BR,461,22
2022-05-02,CA,329,35
2022-05-02,DE,370,28
2022-05-02,ES,327,15
2022-05-02,FR,287,17
2022-05-02,GB,1459,89
2022-05-02,IN,432,20
2022-05-02,JP,503,75
2022-05-02,TR,266,2
2022-05-02,US,825,93
2022-05-03,AU,204,11
2022-05-03,BR,423,19
2022-05-03,CA,314,25
2022-05-03,DE,360,20
2022-05-03,ES,393,13
2022-05-03,FR,320,15
2022-05-03,GB,1602,72
2022-05-03,IN,350,8
2022-05-03,JP,474,18
2022-05-03,TR,291,1
2022-05-03,US,900,41
2022-05-04,AU,240,10
2022-05-04,BR,411,25
2022-05-04,CA,344,20
2022-05-04,DE,390,13
2022-05-04,ES,363,3
2022-05-04,FR,321,17
2022-05-04,GB,1701,66
2022-05-04,IN,395,19
2022-05-04,JP,389,17
2022-05-04,TR,318,0
2022-05-04,US,947,42
2022-05-05,AU,204,14
2022-05-05,BR,417,17
2022-05-05,CA,380,12
2022-05-05,DE,373,23
2022-05-05,ES,357,7
2022-05-05,FR,302,16
2022-05-05,GB,1731,74
2022-05-05,IN,436,13
2022-05-05,JP,442,15
2022-05-05,TR,503,31
2022-05-05,US,930,49
2022-05-06,AU,168,15
2022-05-06,BR,327,17
2022-05-06,CA,322,16
2022-05-06,DE,313,15
2022-05-06,ES,331,11
2022-05-06,FR,329,5
2022-05-06,GB,1781,82
2022-05-06,IN,391,15
2022-05-06,JP,505,80
2022-05-06,TR,372,14
2022-05-06,US,932,39
2022-05-07,AU,153,4
2022-05-07,BR,220,3
2022-05-07,CA,279,5
2022-05-07,DE,230,5
2022-05-07,ES,220,3
2022-05-07,FR,242,4
2022-05-07,GB,1476,35
2022-05-07,IN,307,1
2022-05-07,JP,384,13
2022-05-07,TR,224,1
2022-05-07,US,702,15
2022-05-08,AU,122,6
2022-05-08,BR,168,2
2022-05-08,CA,217,2
2022-05-08,DE,249,3
2022-05-08,ES,181,2
2022-05-08,FR,227,4
2022-05-08,GB,1188,25
2022-05-08,IN,254,6
2022-05-08,JP,379,6
2022-05-08,TR,204,1
2022-05-08,US,654,12
2022-05-09,AU,200,16
2022-05-09,BR,361,22
2022-05-09,CA,332,26
2022-05-09,DE,358,22
2022-05-09,ES,351,13
2022-05-09,FR,372,21
2022-05-09,GB,1690,93
2022-05-09,IN,476,16
2022-05-09,JP,529,84
2022-05-09,TR,406,13
2022-05-09,US,995,57
2022-05-10,AU,180,15
2022-05-10,BR,428,25
2022-05-10,CA,340,16
2022-05-10,DE,338,19
2022-05-10,ES,329,11
2022-05-10,FR,343,16
2022-05-10,GB,1679,80
2022-05-10,IN,447,10
2022-05-10,JP,563,48
2022-05-10,TR,359,7
2022-05-10,US,974,45
2022-05-11,AU,209,15
2022-05-11,BR,381,21
2022-05-11,CA,338,23
2022-05-11,DE,362,16
2022-05-11,ES,355,9
2022-05-11,FR,337,16
2022-05-11,GB,1717,86
2022-05-11,IN,426,19
2022-05-11,JP,470,30
2022-05-11,TR,419,9
2022-05-11,US,928,50
2022-05-12,AU,232,15
2022-05-12,BR,356,25
2022-05-12,CA,299,12
2022-05-12,DE,370,18
2022-05-12,ES,309,6
2022-05-12,FR,375,10
2022-05-12,GB,1604,67
2022-05-12,IN,394,19
2022-05-12,JP,598,41
2022-05-12,TR,393,15
2022-05-12,US,943,36
2022-05-13,AU,189,11
2022-05-13,BR,309,23
2022-05-13,CA,328,16
2022-05-13,DE,306,8
2022-05-13,ES,323,6
2022-05-13,FR,318,12
2022-05-13,GB,1562,48
2022-05-13,IN,395,15
2022-05-13,JP,462,38
2022-05-13,TR,311,10
2022-05-13,US,929,52
2022-05-14,AU,158,2
2022-05-14,BR,205,4
2022-05-14,CA,252,4
2022-05-14,DE,204,4
2022-05-14,ES,213,4
2022-05-14,FR,245,0
2022-05-14,GB,1162,21
2022-05-14,IN,309,6
2022-05-14,JP,345,6
2022-05-14,TR,245,2
2022-05-14,US,667,10
2022-05-15,AU,145,4
2022-05-15,BR,203,7
2022-05-15,CA,259,4
2022-05-15,DE,240,4
2022-05-15,ES,190,4
2022-05-15,FR,223,3
2022-05-15,GB,1199,30
2022-05-15,IN,317,3
2022-05-15,JP,356,8
2022-05-15,TR,252,0
2022-05-15,US,606,14
2022-05-16,AU,253,15
2022-05-16,BR,372,22
2022-05-16,CA,325,26
2022-05-16,DE,345,14
2022-05-16,ES,310,8
2022-05-16,FR,332,24
2022-05-16,GB,1711,93
2022-05-16,IN,419,5
2022-05-16,JP,556,63
2022-05-16,TR,372,15
2022-05-16,US,969,62
2022-05-17,AU,217,16
2022-05-17,BR,440,14
2022-05-17,CA,332,18
2022-05-17,DE,379,20
2022-05-17,ES,350,11
2022-05-17,FR,392,13
2022-05-17,GB,1768,96
2022-05-17,IN,436,18
2022-05-17,JP,521,31
2022-05-17,TR,345,10
2022-05-17,US,888,50
2022-05-18,AU,196,12
2022-05-18,BR,331,30
2022-05-18,CA,344,19
2022-05-18,DE,355,18
2022-05-18,ES,286,8
2022-05-18,FR,306,16
2022-05-18,GB,1626,69
2022-05-18,IN,431,18
2022-05-18,JP,513,28
2022-05-18,TR,346,12
2022-05-18,US,942,49
2022-05-19,AU,179,15
2022-05-19,BR,305,23
2022-05-19,CA,293,16
2022-05-19,DE,310,7
2022-05-19,ES,273,8
2022-05-19,FR,272,13
2022-05-19,GB,1641,64
2022-05-19,IN,415,10
2022-05-19,JP,489,38
2022-05-19,TR,297,2
2022-05-19,US,877,45
2022-05-20,AU,147,14
2022-05-20,BR,305,20
2022-05-20,CA,310,17
2022-05-20,DE,287,15
2022-05-20,ES,273,10
2022-05-20,FR,309,12
2022-05-20,GB,1570,70
2022-05-20,IN,397,8
2022-05-20,JP,417,31
2022-05-20,TR,330,10
2022-05-20,US,908,52
2022-05-21,AU,136,6
2022-05-21,BR,194,5
2022-05-21,CA,231,4
2022-05-21,DE,186,4
2022-05-21,ES,184,3
2022-05-21,FR,211,3
2022-05-21,GB,1234,22
2022-05-21,IN,310,4
2022-05-21,JP,313,5
2022-05-21,TR,258,1
2022-05-21,US,650,16
2022-05-22,AU,154,7
2022-05-22,BR,191,6
2022-05-22,CA,210,5
2022-05-22,DE,245,2
2022-05-22,ES,200,3
2022-05-22,FR,185,5
2022-05-22,GB,1227,40
2022-05-22,IN,290,6
2022-05-22,JP,322,6
2022-05-22,TR,238,0
2022-05-22,US,639,16
2022-05-23,AU,200,19
2022-05-23,BR,369,21
2022-05-23,CA,281,7
2022-05-23,DE,324,18
2022-05-23,ES,373,9
2022-05-23,FR,300,13
2022-05-23,GB,1705,85
2022-05-23,IN,410,16
2022-05-23,JP,435,65
2022-05-23,TR,348,21
2022-05-23,US,851,38
2022-05-24,AU,195,16
2022-05-24,BR,330,18
2022-05-24,CA,308,32
2022-05-24,DE,338,18
2022-05-24,ES,309,10
2022-05-24,FR,337,21
2022-05-24,GB,1698,69
2022-05-24,IN,428,17
2022-05-24,JP,489,46
2022-05-24,TR,381,14
2022-05-24,US,912,48
2022-05-25,AU,204,15
2022-05-25,BR,306,22
2022-05-25,CA,296,14
2022-05-25,DE,302,10
2022-05-25,ES,351,13
2022-05-25,FR,294,9
2022-05-25,GB,1732,78
2022-05-25,IN,414,15
2022-05-25,JP,463,38
2022-05-25,TR,336,10
2022-05-25,US,917,42
2022-05-26,AU,200,13
2022-05-26,BR,323,19
2022-05-26,CA,325,12
2022-05-26,DE,297,12
2022-05-26,ES,320,3
2022-05-26,FR,263,8
2022-05-26,GB,1712,74
2022-05-26,IN,413,14
2022-05-26,JP,395,32
2022-05-26,TR,314,6
2022-05-26,US,862,35
2022-05-27,AU,168,15
2022-05-27,BR,254,13
2022-05-27,CA,292,15
2022-05-27,DE,300,19
2022-05-27,ES,248,6
2022-05-27,FR,228,14
2022-05-27,GB,1283,59
2022-05-27,IN,375,10
2022-05-27,JP,369,29
2022-05-27,TR,303,10
2022-05-27,US,987,42
2022-05-28,AU,125,5
2022-05-28,BR,157,1
2022-05-28,CA,177,4
2022-05-28,DE,197,6
2022-05-28,ES,183,3
2022-05-28,FR,188,2
2022-05-28,GB,1005,17
2022-05-28,IN,311,9
2022-05-28,JP,259,6
2022-05-28,TR,191,0
2022-05-28,US,495,8
2022-05-29,AU,101,9
2022-05-29,BR,161,1
2022-05-29,CA,159,7
2022-05-29,DE,214,7
2022-05-29,ES,148,2
2022-05-29,FR,146,1
2022-05-29,GB,1009,22
2022-05-29,IN,285,7
2022-05-29,JP,248,5
2022-05-29,TR,215,2
2022-05-29,US,488,10
2022-05-30,AU,153,14
2022-05-30,BR,324,26
2022-05-30,CA,237,13
2022-05-30,DE,353,14
2022-05-30,ES,264,8
2022-05-30,FR,243,8
2022-05-30,GB,1460,68
2022-05-30,IN,461,18
2022-05-30,JP,428,40
2022-05-30,TR,342,13
2022-05-30,US,620,65
2022-05-31,AU,165,18
2022-05-31,BR,311,26
2022-05-31,CA,282,24
2022-05-31,DE,325,19
2022-05-31,ES,308,6
2022-05-31,FR,295,15
2022-05-31,GB,1501,63
2022-05-31,IN,427,23
2022-05-31,JP,401,35
2022-05-31,TR,266,4
2022-05-31,US,839,49
2022-06-01,AU,152,12
2022-06-01,BR,293,23
2022-06-01,CA,277,12
2022-06-01,DE,287,17
2022-06-01,ES,344,7
2022-06-01,FR,262,19
2022-06-01,GB,1470,58
2022-06-01,IN,428,16
2022-06-01,JP,424,37
2022-06-01,TR,323,6
2022-06-01,US,1150,50
2022-06-02,AU,156,15
2022-06-02,BR,254,20
2022-06-02,CA,262,9
2022-06-02,DE,259,7
2022-06-02,ES,343,8
2022-06-02,FR,228,9
2022-06-02,GB,1324,67
2022-06-02,IN,444,16
2022-06-02,JP,352,30
2022-06-02,TR,334,13
2022-06-02,US,740,41
2022-06-03,AU,120,9
2022-06-03,BR,253,11
2022-06-03,CA,187,21
2022-06-03,DE,246,16
2022-06-03,ES,239,11
2022-06-03,FR,219,5
2022-06-03,GB,1203,62
2022-06-03,IN,330,13
2022-06-03,JP,329,35
2022-06-03,TR,260,5
2022-06-03,US,614,24
2022-06-04,AU,90,3
2022-06-04,BR,153,3
2022-06-04,CA,137,4
2022-06-04,DE,186,5
2022-06-04,ES,212,3
2022-06-04,FR,179,2
2022-06-04,GB,1025,26
2022-06-04,IN,327,9
2022-06-04,JP,226,7
2022-06-04,TR,228,0
2022-06-04,US,497,9
2022-06-05,AU,106,11
2022-06-05,BR,171,2
2022-06-05,CA,138,6
2022-06-05,DE,186,6
2022-06-05,ES,185,2
2022-06-05,FR,162,0
2022-06-05,GB,963,27
2022-06-05,IN,299,6
2022-06-05,JP,244,4
2022-06-05,TR,236,0
2022-06-05,US,504,10
2022-06-06,AU,155,11
2022-06-06,BR,265,29
2022-06-06,CA,246,24
2022-06-06,DE,271,15
2022-06-06,ES,240,6
2022-06-06,FR,245,14
2022-06-06,GB,1552,75
2022-06-06,IN,412,13
2022-06-06,JP,407,52
2022-06-06,TR,342,15
2022-06-06,US,672,51
2022-06-07,AU,159,9
2022-06-07,BR,270,13
2022-06-07,CA,239,9
2022-06-07,DE,330,21
2022-06-07,ES,263,7
2022-06-07,FR,259,14
2022-06-07,GB,1499,57
2022-06-07,IN,412,10
2022-06-07,JP,411,34
2022-06-07,TR,345,11
2022-06-07,US,703,33
2022-06-08,AU,156,16
2022-06-08,BR,292,20
2022-06-08,CA,303,19
2022-06-08,DE,295,19
2022-06-08,ES,293,15
2022-06-08,FR,294,9
2022-06-08,GB,1457,76
2022-06-08,IN,400,17
2022-06-08,JP,506,40
2022-06-08,TR,319,10
2022-06-08,US,691,49
2022-06-09,AU,162,9
2022-06-09,BR,262,15
2022-06-09,CA,263,12
2022-06-09,DE,300,13
2022-06-09,ES,237,6
2022-06-09,FR,266,5
2022-06-09,GB,1491,68
2022-06-09,IN,412,10
2022-06-09,JP,426,27
2022-06-09,TR,296,11
2022-06-09,US,702,27
2022-06-10,AU,146,15
2022-06-10,BR,245,21
2022-06-10,CA,245,14
2022-06-10,DE,232,10
2022-06-10,ES,250,11
2022-06-10,FR,235,8
2022-06-10,GB,1305,53
2022-06-10,IN,373,7
2022-06-10,JP,329,28
2022-06-10,TR,321,8
2022-06-10,US,648,35
2022-06-11,AU,99,4
2022-06-11,BR,149,3
2022-06-11,CA,183,3
2022-06-11,DE,154,1
2022-06-11,ES,165,2
2022-06-11,FR,161,1
2022-06-11,GB,1014,27
2022-06-11,IN,308,2
2022-06-11,JP,244,6
2022-06-11,TR,217,1
2022-06-11,US,505,18
2022-06-12,AU,104,7
2022-06-12,BR,148,1
2022-06-12,CA,158,3
2022-06-12,DE,171,3
2022-06-12,ES,189,0
2022-06-12,FR,167,0
2022-06-12,GB,1029,17
2022-06-12,IN,252,4
2022-06-12,JP,268,7
2022-06-12,TR,244,0
2022-06-12,US,499,10
2022-06-13,AU,154,14
2022-06-13,BR,250,15
2022-06-13,CA,266,15
2022-06-13,DE,295,11
2022-06-13,ES,269,9
2022-06-13,FR,236,13
2022-06-13,GB,1661,62
2022-06-13,IN,400,9
2022-06-13,JP,444,49
2022-06-13,TR,323,11
2022-06-13,US,695,42
2022-06-14,AU,181,10
2022-06-14,BR,268,12
2022-06-14,CA,243,11
2022-06-14,DE,285,12
2022-06-14,ES,254,9
2022-06-14,FR,219,8
2022-06-14,GB,1748,53
2022-06-14,IN,422,9
2022-06-14,JP,456,34
2022-06-14,TR,320,7
2022-06-14,US,690,37
2022-06-15,AU,186,8
2022-06-15,BR,264,12
2022-06-15,CA,274,20
2022-06-15,DE,259,10
2022-06-15,ES,266,6
2022-06-15,FR,248,11
2022-06-15,GB,1962,64
2022-06-15,IN,430,7
2022-06-15,JP,414,33
2022-06-15,TR,347,9
2022-06-15,US,681,29
2022-06-16,AU,133,9
2022-06-16,BR,162,6
2022-06-16,CA,213,10
2022-06-16,DE,226,9
2022-06-16,ES,199,5
2022-06-16,FR,204,7
2022-06-16,GB,1236,48
2022-06-16,IN,456,6
2022-06-16,JP,380,34
2022-06-16,TR,294,8
2022-06-16,US,551,32
2022-06-17,AU,154,14
2022-06-17,BR,205,6
2022-06-17,CA,223,10
2022-06-17,DE,231,12
2022-06-17,ES,222,6
2022-06-17,FR,219,6
2022-06-17,GB,1211,35
2022-06-17,IN,355,11
2022-06-17,JP,332,30
2022-06-17,TR,264,6
2022-06-17,US,645,32
2022-06-18,AU,101,4
2022-06-18,BR,158,3
2022-06-18,CA,142,5
2022-06-18,DE,152,2
2022-06-18,ES,137,0
2022-06-18,FR,198,1
2022-06-18,GB,991,26
2022-06-18,IN,300,4
2022-06-18,JP,256,6
2022-06-18,TR,216,2
2022-06-18,US,451,14
2022-06-19,AU,123,4
2022-06-19,BR,145,3
2022-06-19,CA,158,3
2022-06-19,DE,219,4
2022-06-19,ES,151,0
2022-06-19,FR,139,5
2022-06-19,GB,992,31
2022-06-19,IN,289,3
2022-06-19,JP,233,17
2022-06-19,TR,209,0
2022-06-19,US,467,14
2022-06-20,AU,151,14
2022-06-20,BR,288,13
2022-06-20,CA,213,14
2022-06-20,DE,349,15
2022-06-20,ES,262,7
2022-06-20,FR,274,13
2022-06-20,GB,1984,56
2022-06-20,IN,363,8
2022-06-20,JP,370,35
2022-06-20,TR,338,12
2022-06-20,US,673,44
2022-06-21,AU,184,14
2022-06-21,BR,278,14
2022-06-21,CA,239,11
2022-06-21,DE,289,10
2022-06-21,ES,296,6
2022-06-21,FR,231,7
2022-06-21,GB,1791,79
2022-06-21,IN,405,12
2022-06-21,JP,373,25
2022-06-21,TR,344,7
2022-06-21,US,714,34
2022-06-22,AU,199,13
2022-06-22,BR,261,18
2022-06-22,CA,233,10
2022-06-22,DE,289,11
2022-06-22,ES,244,4
2022-06-22,FR,213,5
2022-06-22,GB,1312,58
2022-06-22,IN,398,14
2022-06-22,JP,378,18
2022-06-22,TR,323,13
2022-06-22,US,757,37
2022-06-23,AU,197,9
2022-06-23,BR,239,14
2022-06-23,CA,224,14
2022-06-23,DE,306,15
2022-06-23,ES,277,7
2022-06-23,FR,250,4
2022-06-23,GB,1369,50
2022-06-23,IN,403,11
2022-06-23,JP,357,28
2022-06-23,TR,286,7
2022-06-23,US,697,36
2022-06-24,AU,184,9
2022-06-24,BR,219,13
2022-06-24,CA,214,11
2022-06-24,DE,241,2
2022-06-24,ES,231,4
2022-06-24,FR,225,10
2022-06-24,GB,1281,37
2022-06-24,IN,375,10
2022-06-24,JP,321,20
2022-06-24,TR,284,3
2022-06-24,US,641,31
2022-06-25,AU,129,2
2022-06-25,BR,153,1
2022-06-25,CA,172,4
2022-06-25,DE,170,1
2022-06-25,ES,169,1
2022-06-25,FR,171,4
2022-06-25,GB,1006,20
2022-06-25,IN,316,2
2022-06-25,JP,255,7
2022-06-25,TR,223,1
2022-06-25,US,494,10
2022-06-26,AU,164,8
2022-06-26,BR,137,1
2022-06-26,CA,168,5
2022-06-26,DE,220,1
2022-06-26,ES,166,1
2022-06-26,FR,171,3
2022-06-26,GB,1045,25
2022-06-26,IN,311,5
2022-06-26,JP,226,4
2022-06-26,TR,247,0
2022-06-26,US,508,8
2022-06-27,AU,200,15
2022-06-27,BR,293,11
2022-06-27,CA,236,15
2022-06-27,DE,298,8
2022-06-27,ES,280,9
2022-06-27,FR,238,15
2022-06-27,GB,1696,71
2022-06-27,IN,471,5
2022-06-27,JP,374,34
2022-06-27,TR,336,11
2022-06-27,US,671,42
2022-06-28,AU,197,10
2022-06-28,BR,251,13
2022-06-28,CA,272,13
2022-06-28,DE,302,10
2022-06-28,ES,275,12
2022-06-28,FR,267,5
2022-06-28,GB,1546,60
2022-06-28,IN,474,14
2022-06-28,JP,418,41
2022-06-28,TR,362,16
2022-06-28,US,788,42
2022-06-29,AU,196,23
2022-06-29,BR,247,20
2022-06-29,CA,266,10
2022-06-29,DE,315,10
2022-06-29,ES,293,5
2022-06-29,FR,240,8
2022-06-29,GB,1493,68
2022-06-29,IN,494,9
2022-06-29,JP,379,25
2022-06-29,TR,348,13
2022-06-29,US,837,41
2022-06-30,AU,214,20
2022-06-30,BR,263,10
2022-06-30,CA,218,11
2022-06-30,DE,292,5
2022-06-30,ES,281,7
2022-06-30,FR,282,9
2022-06-30,GB,1574,65
2022-06-30,IN,427,12
2022-06-30,JP,358,26
2022-06-30,TR,312,13
2022-06-30,US,692,35
