date,cases
2022-06-24,66.0
2022-06-25,50.0
2022-06-26,43.0
2022-06-27,62.0
2022-06-28,75.0
2022-06-29,76.0
2022-06-30,59.0
2022-07-01,76.0
2022-07-02,45.0
2022-07-03,47.0
2022-07-04,85.0
2022-07-05,73.0
2022-07-06,78.0
2022-07-07,93.0
2022-07-08,62.0
2022-07-09,40.0
2022-07-10,64.0
2022-07-11,67.0
2022-07-12,59.0
2022-07-13,61.0
2022-07-14,76.0
2022-07-15,63.0
2022-07-16,50.0
2022-07-17,51.0
2022-07-18,70.0
2022-07-19,74.0
2022-07-20,73.0
2022-07-21,64.0
2022-07-22,67.0
2022-07-23,42.0
2022-07-24,45.0
2022-07-25,82.0
2022-07-26,86.0
2022-07-27,83.0
2022-07-28,69.0
2022-07-29,63.0
2022-07-30,43.0
2022-07-31,49.0
2022-08-01,93.0
2022-08-02,75.0
2022-08-03,97.0
2022-08-04,69.0
2022-08-05,85.0
2022-08-06,41.0
2022-08-07,43.0
2022-08-08,70.0
2022-08-09,51.0
2022-08-10,58.0
2022-08-11,80.0
2022-08-12,67.0
2022-08-13,47.0
2022-08-14,50.0
2022-08-15,81.0
2022-08-16,78.0
2022-08-17,74.0
2022-08-18,68.0
2022-08-19,72.0
2022-08-20,50.0
2022-08-21,52.0
2022-08-22,79.0
2022-08-23,68.0
2022-08-24,89.0
2022-08-25,85.0
2022-08-26,78.0
2022-08-27,43.0
2022-08-28,54.0
2022-08-29,76.0
2022-08-30,85.0
2022-08-31,78.0
2022-09-01,52.0
2022-09-02,65.0
2022-09-03,46.0
2022-09-04,47.0
2022-09-05,80.0
2022-09-06,65.0
2022-09-07,58.0
2022-09-08,64.0
2022-09-09,75.0
2022-09-10,59.0
2022-09-11,63.0
2022-09-12,86.0
2022-09-13,82.0
2022-09-14,92.0
2022-09-15,66.0
2022-09-16,72.0
2022-09-17,55.0
2022-09-18,44.0
2022-09-19,80.0
2022-09-20,76.0
2022-09-21,65.0
2022-09-22,74.0
2022-09-23,79.0
2022-09-24,49.0
2022-09-25,49.0
2022-09-26,91.0
2022-09-27,95.0
2022-09-28,74.0
2022-09-29,82.0
2022-09-30,70.0
2022-10-01,45.0
2022-10-02,38.0
2022-10-03,91.0
2022-10-04,73.0
2022-10-05,70.0
2022-10-06,70.0
2022-10-07,63.0
2022-10-08,50.0
2022-10-09,51.0
2022-10-10,74.0
2022-10-11,66.0
2022-10-12,51.0
2022-10-13,70.0
2022-10-14,66.0
2022-10-15,41.0
2022-10-16,64.0
2022-10-17,83.0
2022-10-18,83.0
2022-10-19,60.0
2022-10-20,78.0
2022-10-21,76.0
2022-10-22,51.0
2022-10-23,63.0
2022-10-24,68.0
2022-10-25,74.0
2022-10-26,96.0
2022-10-27,73.0
2022-10-28,60.0
2022-10-29,58.0
2022-10-30,57.0
2022-10-31,88.0
2022-11-01,82.0
2022-11-02,86.0
2022-11-03,83.0
2022-11-04,84.0
2022-11-05,64.0
2022-11-06,63.0
2022-11-07,87.0
2022-11-08,85.0
2022-11-09,82.0
2022-11-10,75.0
2022-11-11,74.0
2022-11-12,60.0
2022-11-13,58.0
2022-11-14,95.0
2022-11-15,83.0
2022-11-16,112.0
2022-11-17,78.0
2022-11-18,68.0
2022-11-19,52.0
2022-11-20,61.0
2022-11-21,87.0
2022-11-22,89.0
2022-11-23,100.0
2022-11-24,88.0
2022-11-25,82.0
2022-11-26,56.0
2022-11-27,57.0
2022-11-28,81.0
2022-11-29,83.0
2022-11-30,90.0
2022-12-01,93.0
2022-12-02,73.0
2022-12-03,56.0
2022-12-04,73.0
2022-12-05,84.0
2022-12-06,84.0
2022-12-07,81.0
2022-12-08,84.0
2022-12-09,80.0
2022-12-10,56.0
2022-12-11,73.0
2022-12-12,86.0
2022-12-13,92.0
2022-12-14,106.0
2022-12-15,74.0
2022-12-16,88.0
2022-12-17,44.0
2022-12-18,82.0
2022-12-19,78.0
2022-12-20,88.0
2022-12-21,94.0
2022-12-22,106.0
2022-12-23,77.0
2022-12-24,66.0
2022-12-25,56.0
2022-12-26,71.0
2022-12-27,96.0
2022-12-28,97.0
2022-12-29,103.0
2022-12-30,68.0
2022-12-31,47.0
2023-01-01,42.0
2023-01-02,59.0
2023-01-03,74.0
2023-01-04,94.0
2023-01-05,99.0
2023-01-06,78.0
2023-01-07,57.0
2023-01-08,71.0
2023-01-09,81.0
2023-01-10,80.0
2023-01-11,61.0
2023-01-12,86.0
2023-01-13,82.0
2023-01-14,50.0
2023-01-15,65.0
2023-01-16,73.0
2023-01-17,66.0
2023-01-18,96.0
2023-01-19,70.0
2023-01-20,69.0
2023-01-21,44.0
2023-01-22,42.0
2023-01-23,89.0
2023-01-24,83.0
2023-01-25,96.0
2023-01-26,79.0
2023-01-27,87.0
2023-01-28,53.0
2023-01-29,56.0
2023-01-30,70.0
2023-01-31,67.0
2023-02-01,84.0
2023-02-02,108.0
2023-02-03,78.0
2023-02-04,46.0
2023-02-05,54.0
2023-02-06,70.0
2023-02-07,56.0
2023-02-08,77.0
2023-02-09,69.0
2023-02-10,64.0
2023-02-11,48.0
2023-02-12,49.0
2023-02-13,63.0
2023-02-14,76.0
2023-02-15,75.0
2023-02-16,70.0
2023-02-17,60.0
2023-02-18,44.0
2023-02-19,52.0
2023-02-20,57.0
2023-02-21,64.0
2023-02-22,81.0
2023-02-23,69.0
2023-02-24,71.0
2023-02-25,54.0
2023-02-26,57.0
2023-02-27,95.0
2023-02-28,76.0
2023-03-01,73.0
2023-03-02,79.0
2023-03-03,104.0
2023-03-04,72.0
2023-03-05,74.0
2023-03-06,88.0
2023-03-07,89.0
2023-03-08,101.0
2023-03-09,103.0
2023-03-10,84.0
2023-03-11,66.0
2023-03-12,76.0
2023-03-13,104.0
2023-03-14,80.0
2023-03-15,62.0
2023-03-16,101.0
2023-03-17,99.0
2023-03-18,66.0
2023-03-19,67.0
2023-03-20,99.0
2023-03-21,105.0
2023-03-22,109.0
2023-03-23,95.0
2023-03-24,96.0
2023-03-25,87.0
2023-03-26,82.0
2023-03-27,138.0
2023-03-28,118.0
2023-03-29,107.0
2023-03-30,121.0
2023-03-31,178.0
2023-04-01,101.0
2023-04-02,114.0
2023-04-03,159.0
2023-04-04,156.0
2023-04-05,148.0
2023-04-06,103.0
2023-04-07,96.0
2023-04-08,70.0
2023-04-09,79.0
2023-04-10,125.0
2023-04-11,153.0
2023-04-12,187.0
2023-04-13,152.0
2023-04-14,114.0
2023-04-15,95.0
2023-04-16,107.0
2023-04-17,151.0
2023-04-18,121.0
2023-04-19,149.0
2023-04-20,150.0
2023-04-21,133.0
2023-04-22,90.0
2023-04-23,120.0
2023-04-24,148.0
2023-04-25,127.0
2023-04-26,144.0
2023-04-27,152.0
2023-04-28,148.0
2023-04-29,121.0
2023-04-30,119.0
2023-05-01,158.0
2023-05-02,180.0
2023-05-03,160.0
2023-05-04,168.0
2023-05-05,158.0
2023-05-06,152.0
2023-05-07,130.0
2023-05-08,203.0
2023-05-09,173.0
2023-05-10,171.0
2023-05-11,178.0
2023-05-12,177.0
2023-05-13,117.0
2023-05-14,137.0
2023-05-15,185.0
2023-05-16,187.0
2023-05-17,188.0
2023-05-18,187.0
2023-05-19,182.0
2023-05-20,116.0
2023-05-21,139.0
2023-05-22,186.0
2023-05-23,214.0
2023-05-24,179.0
2023-05-25,186.0
2023-05-26,197.0
2023-05-27,165.0
2023-05-28,171.0
2023-05-29,222.0
2023-05-30,184.0
2023-05-31,222.0
2023-06-01,230.0
2023-06-02,291.0
2023-06-03,198.0
2023-06-04,188.0
2023-06-05,275.0
2023-06-06,271.0
2023-06-07,271.0
2023-06-08,267.0
2023-06-09,284.0
2023-06-10,211.0
2023-06-11,216.0
2023-06-12,321.0
2023-06-13,284.0
2023-06-14,317.0
2023-06-15,335.0
